Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
270,2342,1,192,34,6,52,0,0,3,2,0,1,0,0,0,0,0
1529,12676,1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,0
3240,26677,0,229,2,1,2,0,0,0,0,0,0,0,0,0,0,0
915,7615,1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,0
493,4490,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0
448,4014,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0
551,5030,1,211,4,6,18,0,0,1,0,0,0,0,0,0,0,0
231,2052,1,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0
883,7375,1,330,34,8,76,2,1,2,0,0,2,1,0,0,0,0
1641,13587,1,30,14,1,14,0,0,0,0,0,1,0,0,0,0,0
3566,29624,1,271,14,3,22,0,1,1,0,0,0,0,0,0,0,0
3766,31226,0,25,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1200,10038,0,406,4,12,68,3,2,2,2,1,0,0,1,0,0,0
1522,12643,1,201,6,10,38,2,2,1,1,0,0,2,0,0,0,1
294,2603,0,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0
1379,11520,1,199,22,5,50,0,1,2,0,0,1,1,0,0,0,0
174,1474,0,86,14,5,40,1,0,0,0,2,2,0,0,0,0,1
2816,23306,0,31,10,2,16,0,0,1,0,0,0,0,0,0,0,0
106,910,0,95,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3976,32756,1,42,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3304,27269,1,257,30,1,30,1,0,0,0,0,0,0,0,0,0,0
3744,31122,1,190,6,12,48,0,2,4,0,0,0,0,0,0,1,0
240,2099,1,210,16,1,16,1,0,0,0,0,0,0,0,0,0,0
2740,22719,1,261,14,1,14,0,0,0,0,0,0,1,0,0,0,0
2478,20394,1,160,26,10,48,1,0,4,0,2,0,1,1,0,0,0
1163,9764,1,143,8,2,14,0,1,0,0,0,0,0,0,0,0,0
70,567,1,135,16,8,60,3,1,0,1,0,2,1,0,0,2,0
2791,23100,1,290,10,2,16,0,0,1,0,0,0,0,0,0,0,0
1674,13842,0,37,10,1,10,0,0,0,0,0,4,0,0,0,0,0
503,4567,1,293,2,9,26,0,1,0,2,0,1,1,0,0,0,0
1981,16424,1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0
1148,9676,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0
2912,24014,0,194,6,6,30,0,1,2,0,1,0,0,1,1,0,1
79,625,1,149,6,3,18,0,0,0,0,1,0,0,0,0,0,0
1792,14810,1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0
3897,32136,1,41,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1282,10744,1,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1592,13212,1,305,18,3,24,1,0,1,0,0,1,0,0,0,0,0
3023,25000,1,406,10,8,56,2,0,1,0,2,0,2,0,0,0,1
1898,15711,1,327,14,7,52,0,0,1,2,0,1,1,0,0,0,1
1325,11010,0,216,2,9,46,2,1,2,0,2,0,1,1,1,0,0
2790,23090,1,215,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3588,29797,1,69,16,2,24,0,0,1,1,0,0,0,0,0,0,0
612,5549,1,273,8,2,16,0,0,1,0,0,0,0,0,0,0,0
388,3493,1,198,26,2,30,1,0,0,0,0,1,0,0,0,0,0
1257,10541,1,189,4,11,30,0,1,0,0,0,1,1,0,0,1,1
2285,18734,1,284,18,11,72,5,2,1,0,1,0,0,0,0,0,0
662,5894,0,287,4,1,4,0,0,0,0,0,0,0,0,0,0,0
758,6540,1,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2501,20597,0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0
2507,20627,0,84,20,2,28,2,0,0,0,0,0,0,0,0,0,0
2802,23213,1,223,2,1,2,0,0,0,0,0,1,0,0,0,0,0
2751,22751,1,125,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3375,27879,1,342,22,5,46,0,1,1,2,0,0,1,0,0,2,0
1516,12582,1,102,16,1,16,0,0,0,1,0,0,0,0,0,0,0
3340,27546,1,86,16,2,22,1,0,0,0,0,0,0,0,0,0,0
3267,26906,1,364,30,10,84,2,4,3,1,0,0,0,0,0,0,0
912,7601,0,244,8,2,12,0,0,0,0,0,0,0,0,0,0,0
389,3504,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0
3792,31357,1,270,14,2,16,0,0,2,0,0,0,1,0,0,0,0
2696,22341,0,157,26,10,54,2,0,0,2,2,0,0,0,0,0,0
683,6025,0,17,4,1,4,0,0,0,0,0,0,0,0,0,0,1
1986,16461,0,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0
3429,28399,0,174,12,2,16,0,1,0,0,0,1,0,0,0,0,0
2688,22294,0,107,16,2,22,0,0,0,1,0,0,0,0,0,0,0
2424,19930,1,47,10,1,10,0,0,0,0,0,2,0,0,0,0,0
